source_id,councilor_name,council_term,session_name,video_title,video_url,meeting_date,topic_guess,crawled_at,raw_hash
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 zEeMnfl4zds,https://www.youtube.com/embed/zEeMnfl4zds,,其他,2026-05-21T07:26:08.471650+00:00,70e8c1ea64e0185566455378f17ad385977c39c06302fc970d49aa37e041e5fd
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 O67GiRd3eKM,https://www.youtube.com/embed/O67GiRd3eKM,,其他,2026-05-21T07:26:08.471650+00:00,86607107fb8a0775ef1375d5ed36a173fe59e634f643326d854d1dd726a2fcd6
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 LRMsildYwhM,https://www.youtube.com/embed/LRMsildYwhM,,其他,2026-05-21T07:26:08.471650+00:00,83fbf1a95e61150be4786d6cbccfaf0a23492a76d59b83d4351acb2764d284d8
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 da6bSnLcdvk,https://www.youtube.com/embed/da6bSnLcdvk,,其他,2026-05-21T07:26:08.471650+00:00,3b5cab817fc1b5526b3f900ac98a0ba24098314ee1f31b09236ef1db63223bdd
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 ADVHvFfhrDQ,https://www.youtube.com/embed/ADVHvFfhrDQ,,其他,2026-05-21T07:26:08.471650+00:00,6c1f75f89297830ed23bae4e7bd3eeff7fdf7d8deaa62895c7e82612335a924a
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 bIl-qDBWzWo,https://www.youtube.com/embed/bIl-qDBWzWo,,其他,2026-05-21T07:26:08.471650+00:00,eb01db93afb6714a08674800638c342691fa6b3273e52e3805735279ae51254a
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 QmOC3iRakn0,https://www.youtube.com/embed/QmOC3iRakn0,,其他,2026-05-21T07:26:08.471650+00:00,5d919e08292434cb0a190a6b408132f8e6535409b32b6e741823929e45914206
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 L5MSufYz-2E,https://www.youtube.com/embed/L5MSufYz-2E,,其他,2026-05-21T07:26:08.471650+00:00,9c3e40babca3f1fb2945799be9b2dd2275993e2191354405771868fd539a11b5
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 M6KySv91O_Y,https://www.youtube.com/embed/M6KySv91O_Y,,其他,2026-05-21T07:26:08.471650+00:00,ef39c1ab9534a093bac87cd27c3f377b00c735a1d64afa8dcee938a2579b4ece
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 zJOgypP6Yg8,https://www.youtube.com/embed/zJOgypP6Yg8,,其他,2026-05-21T07:26:08.471650+00:00,8cd867d32adb9083899f42336cc078b9c79f56acae3ec7d533f697af34915249
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 V53o5S86HkI,https://www.youtube.com/embed/V53o5S86HkI,,其他,2026-05-21T07:26:08.471650+00:00,5409261460c73e46283264c7d67fac7a04ea306ce826070369ff4904577a9bd6
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 hdnhCozUwx4,https://www.youtube.com/embed/hdnhCozUwx4,,其他,2026-05-21T07:26:08.471650+00:00,771fa98b5a637a843deb826607c5f52301b7f007cc669bc6839287d983b5f078
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 Yfsn_-fawh8,https://www.youtube.com/embed/Yfsn_-fawh8,,其他,2026-05-21T07:26:08.471650+00:00,c645c5311d2db113cd40daaf46a0c5dbcad05b167623350c4d35c3aba5797640
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 RoICTNJen1E,https://www.youtube.com/embed/RoICTNJen1E,,其他,2026-05-21T07:26:08.471650+00:00,a98f44a9a5bfc152592bea6c3cb7efdb4356777ded65ebeae45398f1430fac73
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 juEEVYbInzg,https://www.youtube.com/embed/juEEVYbInzg,,其他,2026-05-21T07:26:08.471650+00:00,5c4914616d46dffdd5bc994be8d079816ce169e06172830c6fb8af789d3f7c12
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 gKehZ0fCKzk,https://www.youtube.com/embed/gKehZ0fCKzk,,其他,2026-05-21T07:26:08.471650+00:00,8f56e90bf60b8181e1c1bc56ca6da551fc8df8d58a0a8cbf8d02f4a36eb3b961
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 r9pZt55cC9I,https://www.youtube.com/embed/r9pZt55cC9I,,其他,2026-05-21T07:26:08.471650+00:00,aa9d7a23c3a989fa831db5a11ce9b552d61648c06b73a849a75e16e7c6155a1c
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 vRGeIXKpAE8,https://www.youtube.com/embed/vRGeIXKpAE8,,其他,2026-05-21T07:26:08.471650+00:00,7e20bb0cb015440f9ec0ec7b1e132b89d4dd4698fb14ca3227e44ce1f7a9815f
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 f7l51KJJHzc,https://www.youtube.com/embed/f7l51KJJHzc,,其他,2026-05-21T07:26:08.471650+00:00,1e08ccba9f7b95be8761b456dfdef74114d7b3f38794eecd94935d5ade1e813f
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 uQDcHlOqL7E,https://www.youtube.com/embed/uQDcHlOqL7E,,其他,2026-05-21T07:26:08.471650+00:00,07c4d1739262f500ef16bf5bc00d3b90495f2696b80f8426f238721320c70b30
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 P4keCrnpwzo,https://www.youtube.com/embed/P4keCrnpwzo,,其他,2026-05-21T07:26:08.471650+00:00,dae5ef812f75a86b5a388afc13ff5936cb5c34543ddb8a48ee164c07bd1fdfd3
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 5H6H_iE_vuY,https://www.youtube.com/embed/5H6H_iE_vuY,,其他,2026-05-21T07:26:08.471650+00:00,d2f7d36d4d254bd9fe2122a5fea52d4944b83698872fc3c2e57992a4f25c3e20
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 tCjxN1W4lpE,https://www.youtube.com/embed/tCjxN1W4lpE,,其他,2026-05-21T07:26:08.471650+00:00,777739fc1cead28e5a9658485a2ba3082f6ee8647b24d4d3b7ed0bd6fd53a272
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 imS9Vnja2AM,https://www.youtube.com/embed/imS9Vnja2AM,,其他,2026-05-21T07:26:08.471650+00:00,bba52c48877ba98a8655af520ad8845d57573900b521e80b8d4cd0e9c9ded588
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 q1V-TopmnXQ,https://www.youtube.com/embed/q1V-TopmnXQ,,其他,2026-05-21T07:26:08.471650+00:00,3ce7be205f85ce7a62ef62fe6f82a2013fafc6fd63e28a9cf6d70abee91c33e5
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 IzZ3l9RFhJI,https://www.youtube.com/embed/IzZ3l9RFhJI,,其他,2026-05-21T07:26:08.471650+00:00,671d6d31f334eb357ee22a72758cc8cda7af94667257ced3c5a90daad4a76a6a
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 hIiV_L4UFPs,https://www.youtube.com/embed/hIiV_L4UFPs,,其他,2026-05-21T07:26:08.471650+00:00,2f874a4067b604d15a26e3d700d0b58ad1afed7d5bbe36ec1fd0b206de308092
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 TlhHvIc7bhA,https://www.youtube.com/embed/TlhHvIc7bhA,,其他,2026-05-21T07:26:08.471650+00:00,063ee3192028020b1c38318a065c89aadbaab7a85119a0f9d8d6b638a280cdc0
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 76Tgi3ExLV0,https://www.youtube.com/embed/76Tgi3ExLV0,,其他,2026-05-21T07:26:08.471650+00:00,af053fff5850a486ae83c41e785ec2cf0904c8e8385df49ffa42ee2d4241cf31
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 HNCwXE2WE8g,https://www.youtube.com/embed/HNCwXE2WE8g,,其他,2026-05-21T07:26:08.471650+00:00,0185d941afeca5530d801e268da699ad23733ad807aae790ee4ae67308d3096f
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 c8ztRGf5U-M,https://www.youtube.com/embed/c8ztRGf5U-M,,其他,2026-05-21T07:26:08.471650+00:00,2a3a9f8893d6a60da9b86736d4dfdb620ac6dbf4541e8066f1f81f03b33e2c4f
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 5z1v0dbbzA0,https://www.youtube.com/embed/5z1v0dbbzA0,,其他,2026-05-21T07:26:08.471650+00:00,d9c32a70e6553b5c9020a5b31779044b1696535b5661123a38958cf14f9ad467
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 4u0bEPyTOCE,https://www.youtube.com/embed/4u0bEPyTOCE,,其他,2026-05-21T07:26:08.471650+00:00,55d7ef2d4b015edc66bf27c54adb16ce7fd75b6e83918e35204c5435667cd0b7
CYCC_QUESTION_VIDEO,,第十屆,第七次定期會,第十屆 第七次定期會 質詢影音 cExH_NfAEEI,https://www.youtube.com/embed/cExH_NfAEEI,,其他,2026-05-21T07:26:08.471650+00:00,b22c686220db0e35537fc56da76d7ca7397aea4bfcb14e4ee00bc78c147ad8c8
